chr10	126136005	126136006	100	3	-	126136005	126136006	210,0,0	0	16
chr10	126136007	126136008	100	3	-	126136007	126136008	210,0,0	0	16
chr10	126136012	126136013	100	2	-	126136012	126136013	210,0,0	0	17
chr10	126136046	126136047	100	1	-	126136046	126136047	210,0,0	0	26
chr10	126136049	126136050	100	1	-	126136049	126136050	210,0,0	0	25
chr10	126136051	126136052	100	1	-	126136051	126136052	210,0,0	0	28
chr10	126136184	126136185	100	1	-	126136184	126136185	210,0,0	0	3
chr10	126136189	126136190	100	1	-	126136189	126136190	210,0,0	0	3
chr10	126136192	126136193	100	2	-	126136192	126136193	210,0,0	0	3
chr10	126136195	126136196	100	2	-	126136195	126136196	210,0,0	0	3
chr10	126136198	126136199	0	2	-	126136198	126136199	0,240,0	0	3
chr10	126136201	126136202	50	2	-	126136201	126136202	90,150,0	0	3
chr10	126136208	126136209	100	2	-	126136208	126136209	210,0,0	0	3
chr10	126136211	126136212	100	2	-	126136211	126136212	210,0,0	0	3
chr10	126136226	126136227	100	2	-	126136226	126136227	210,0,0	0	4
chr10	126136228	126136229	100	2	-	126136228	126136229	210,0,0	0	4
chr10	126136244	126136245	100	4	-	126136244	126136245	210,0,0	0	6
chr10	126136247	126136248	75	4	-	126136247	126136248	180,60,0	0	6
chr10	126136249	126136250	80	5	-	126136249	126136250	180,60,0	0	7
chr10	126136252	126136253	100	5	-	126136252	126136253	210,0,0	0	7
chr10	126136255	126136256	66.6667	3	-	126136255	126136256	150,90,0	0	9
chr10	126136262	126136263	50	4	-	126136262	126136263	90,150,0	0	11
chr10	126136290	126136291	60	20	-	126136290	126136291	120,120,0	0	15
chr10	126136316	126136317	63.1579	19	-	126136316	126136317	150,90,0	0	17
chr10	126136321	126136322	68.4211	19	-	126136321	126136322	150,90,0	0	18
chr10	126136340	126136341	55.5556	18	-	126136340	126136341	120,120,0	0	15
chr10	126136342	126136343	66.6667	18	-	126136342	126136343	150,90,0	0	14
chr10	126136353	126136354	64.7059	17	-	126136353	126136354	150,90,0	0	16
chr10	126136357	126136358	57.8947	19	-	126136357	126136358	120,120,0	0	18
chr10	126136374	126136375	77.7778	18	-	126136374	126136375	180,60,0	0	24
chr10	126136376	126136377	72.2222	18	-	126136376	126136377	180,60,0	0	23
chr10	126136383	126136384	81.8182	11	-	126136383	126136384	210,0,0	0	21
chr10	126136414	126136415	30.7692	13	-	126136414	126136415	90,150,0	0	22
chr10	126136426	126136427	42.8571	14	-	126136426	126136427	90,150,0	0	16
chr10	126136431	126136432	42.8571	14	-	126136431	126136432	90,150,0	0	17
chr10	126136433	126136434	35.7143	14	-	126136433	126136434	90,150,0	0	17
chr10	126136435	126136436	10	10	-	126136435	126136436	0,240,0	0	19
chr10	126136437	126136438	20	10	-	126136437	126136438	30,210,0	1	19
chr10	126136440	126136441	10	10	-	126136440	126136441	0,240,0	0	21
chr10	126136442	126136443	22.2222	9	-	126136442	126136443	60,180,0	0	21
chr10	126136450	126136451	12.5	8	-	126136450	126136451	30,210,0	1	24
chr10	126136467	126136468	0	7	-	126136467	126136468	0,240,0	0	30
chr10	126136470	126136471	0	7	-	126136470	126136471	0,240,0	0	31
chr10	126136473	126136474	0	5	-	126136473	126136474	0,240,0	0	30
chr10	126136482	126136483	0	4	-	126136482	126136483	0,240,0	0	30
chr10	126136484	126136485	0	4	-	126136484	126136485	0,240,0	0	32
chr10	126136492	126136493	0	4	-	126136492	126136493	0,240,0	1	30
chr10	126136502	126136503	33.3333	6	-	126136502	126136503	90,150,0	0	31
chr10	126136522	126136523	50	6	-	126136522	126136523	90,150,0	0	26
chr10	126136528	126136529	66.6667	12	-	126136528	126136529	150,90,0	0	26
chr10	126136531	126136532	53.8462	13	-	126136531	126136532	120,120,0	0	26
chr10	126136537	126136538	64.2857	14	-	126136537	126136538	150,90,0	0	25
chr10	126136553	126136554	57.8947	19	-	126136553	126136554	120,120,0	0	28
chr10	126136564	126136565	58.8235	17	-	126136564	126136565	120,120,0	0	25
chr10	126136568	126136569	72.2222	18	-	126136568	126136569	180,60,0	0	17
chr10	126136573	126136574	82.3529	17	-	126136573	126136574	210,0,0	0	8
chr10	126136584	126136585	77.7778	18	-	126136584	126136585	180,60,0	0	8
chr10	126136586	126136587	76.4706	17	-	126136586	126136587	180,60,0	0	8
chr10	126136595	126136596	56.25	16	-	126136595	126136596	120,120,0	0	7
chr10	126136605	126136606	70.5882	17	-	126136605	126136606	180,60,0	0	9
chr10	126136607	126136608	64.7059	17	-	126136607	126136608	150,90,0	0	9
chr10	126136614	126136615	60	15	-	126136614	126136615	120,120,0	0	9
chr10	126136620	126136621	61.1111	18	-	126136620	126136621	150,90,0	0	9
chr10	126136626	126136627	52.9412	17	-	126136626	126136627	120,120,0	0	9
chr10	126136628	126136629	61.1111	18	-	126136628	126136629	150,90,0	0	9
chr10	126136637	126136638	55.5556	18	-	126136637	126136638	120,120,0	0	8
chr10	126136646	126136647	68.4211	19	-	126136646	126136647	150,90,0	0	8
chr10	126136664	126136665	70.5882	17	-	126136664	126136665	180,60,0	0	7
chr10	126136669	126136670	57.1429	14	-	126136669	126136670	120,120,0	0	8
chr10	126136688	126136689	61.5385	13	-	126136688	126136689	150,90,0	0	6
chr10	126136696	126136697	45.4545	11	-	126136696	126136697	90,150,0	0	6
chr10	126136699	126136700	44.4444	9	-	126136699	126136700	90,150,0	0	6
chr10	126136709	126136710	50	8	-	126136709	126136710	90,150,0	0	7
chr10	126136733	126136734	66.6667	6	-	126136733	126136734	150,90,0	0	5
chr10	126136767	126136768	94.7368	19	-	126136767	126136768	210,0,0	0	8
chr10	126136773	126136774	88.8889	18	-	126136773	126136774	210,0,0	0	8
chr10	126136838	126136839	72.7273	33	-	126136838	126136839	180,60,0	0	8
chr10	126136840	126136841	73.3333	30	-	126136840	126136841	180,60,0	0	7
chr10	126136854	126136855	74.0741	27	-	126136854	126136855	180,60,0	0	8
chr10	126136869	126136870	66.6667	24	-	126136869	126136870	150,90,0	0	8
chr10	126136875	126136876	60.8696	23	-	126136875	126136876	150,90,0	0	7
chr10	126136929	126136930	81.25	16	-	126136929	126136930	210,0,0	0	13
chr10	126136944	126136945	72.7273	11	-	126136944	126136945	180,60,0	0	15
chr10	126136967	126136968	60	10	-	126136967	126136968	120,120,0	0	17
chr10	126137048	126137049	25	4	-	126137048	126137049	60,180,0	0	4
chr10	126137152	126137153	0	2	-	126137152	126137153	0,240,0	0	4
chr10	126137158	126137159	66.6667	3	-	126137158	126137159	150,90,0	0	5
chr10	126137197	126137198	16.6667	6	-	126137197	126137198	30,210,0	0	4
chr10	126137200	126137201	50	8	-	126137200	126137201	90,150,0	0	5
chr10	126137226	126137227	66.6667	9	-	126137226	126137227	150,90,0	0	10
chr10	126137232	126137233	71.4286	7	-	126137232	126137233	180,60,0	0	13
chr10	126137237	126137238	50	8	-	126137237	126137238	90,150,0	0	12
chr10	126137271	126137272	57.1429	7	-	126137271	126137272	120,120,0	0	20
chr10	126137312	126137313	66.6667	6	-	126137312	126137313	150,90,0	0	28
chr10	126137328	126137329	66.6667	3	-	126137328	126137329	150,90,0	0	29
chr10	126137347	126137348	50	2	-	126137347	126137348	90,150,0	0	36
chr10	126137364	126137365	50	2	-	126137364	126137365	90,150,0	0	38
chr10	126137370	126137371	50	2	-	126137370	126137371	90,150,0	0	42
chr10	126137391	126137392	66.6667	3	-	126137391	126137392	150,90,0	0	26
chr10	126137399	126137400	66.6667	6	-	126137399	126137400	150,90,0	0	28
chr10	126137412	126137413	50	8	-	126137412	126137413	90,150,0	1	22
chr10	126137428	126137429	62.5	8	-	126137428	126137429	150,90,0	0	26
chr10	126137448	126137449	44.4444	9	-	126137448	126137449	90,150,0	0	19
chr10	126137452	126137453	42.8571	7	-	126137452	126137453	90,150,0	0	18
chr10	126137461	126137462	75	4	-	126137461	126137462	180,60,0	0	17
chr10	126137466	126137467	50	4	-	126137466	126137467	90,150,0	0	18
chr10	126137484	126137485	25	8	-	126137484	126137485	60,180,0	0	20
chr10	126137515	126137516	30	10	-	126137515	126137516	60,180,0	0	6
chr10	126137517	126137518	27.2727	11	-	126137517	126137518	60,180,0	0	7
chr10	126137534	126137535	27.7778	18	-	126137534	126137535	60,180,0	0	7
chr10	126137566	126137567	44.4444	18	-	126137566	126137567	90,150,0	0	5
chr10	126137608	126137609	35	20	-	126137608	126137609	90,150,0	0	6
chr10	126137656	126137657	37.5	16	-	126137656	126137657	90,150,0	0	8
chr10	126137662	126137663	25	12	-	126137662	126137663	60,180,0	0	8
chr10	126137688	126137689	11.1111	9	-	126137688	126137689	30,210,0	0	11
chr10	126137702	126137703	11.1111	9	-	126137702	126137703	30,210,0	0	12
chr10	126137725	126137726	28.5714	7	-	126137725	126137726	60,180,0	0	14
chr10	126137732	126137733	42.8571	7	-	126137732	126137733	90,150,0	0	15
chr10	126137779	126137780	37.5	8	-	126137779	126137780	90,150,0	0	6
chr10	126137799	126137800	35.7143	14	-	126137799	126137800	90,150,0	0	5
chr10	126137805	126137806	28.5714	14	-	126137805	126137806	60,180,0	0	3
chr10	126137811	126137812	23.0769	13	-	126137811	126137812	60,180,0	0	2
chr10	126137828	126137829	22.2222	9	-	126137828	126137829	60,180,0	0	2
chr10	126137837	126137838	18.1818	11	-	126137837	126137838	30,210,0	0	2
chr10	126137847	126137848	27.2727	11	-	126137847	126137848	60,180,0	0	2
chr10	126137850	126137851	35.7143	14	-	126137850	126137851	90,150,0	0	2
chr10	126137862	126137863	8.33333	12	-	126137862	126137863	0,240,0	0	2
chr10	126137924	126137925	36	25	-	126137924	126137925	90,150,0	0	4
chr10	126137971	126137972	50	12	-	126137971	126137972	90,150,0	0	13
chr10	126137980	126137981	44.4444	9	-	126137980	126137981	90,150,0	0	16
chr10	126137993	126137994	50	6	-	126137993	126137994	90,150,0	0	17
chr10	126138022	126138023	40	5	-	126138022	126138023	90,150,0	0	24
chr10	126138040	126138041	60	5	-	126138040	126138041	120,120,0	0	29
chr10	126138042	126138043	40	5	-	126138042	126138043	90,150,0	0	29
chr10	126138062	126138063	25	4	-	126138062	126138063	60,180,0	0	35
chr10	126138075	126138076	25	4	-	126138075	126138076	60,180,0	0	34
chr10	126138091	126138092	25	4	-	126138091	126138092	60,180,0	0	30
chr10	126138114	126138115	27.7778	18	-	126138114	126138115	60,180,0	0	28
chr10	126138146	126138147	33.3333	18	-	126138146	126138147	90,150,0	0	6
chr10	126138151	126138152	40	20	-	126138151	126138152	90,150,0	0	6
chr10	126138165	126138166	36.8421	19	-	126138165	126138166	90,150,0	0	4
chr10	126138171	126138172	42.1053	19	-	126138171	126138172	90,150,0	0	5
chr10	126138177	126138178	40	20	-	126138177	126138178	90,150,0	0	5
chr10	126138181	126138182	43.4783	23	-	126138181	126138182	90,150,0	0	5
chr10	126138201	126138202	43.4783	23	-	126138201	126138202	90,150,0	0	5
chr10	126138221	126138222	47.8261	23	-	126138221	126138222	90,150,0	0	6
chr10	126138227	126138228	45.8333	24	-	126138227	126138228	90,150,0	0	6
chr10	126138248	126138249	56.6667	30	-	126138248	126138249	120,120,0	0	7
chr10	126138278	126138279	54.1667	24	-	126138278	126138279	120,120,0	0	8
chr10	126138284	126138285	56.5217	23	-	126138284	126138285	120,120,0	0	8
chr10	126138316	126138317	40.9091	22	-	126138316	126138317	90,150,0	0	10
chr10	126138348	126138349	52.6316	19	-	126138348	126138349	120,120,0	0	14
chr10	126138353	126138354	52.9412	17	-	126138353	126138354	120,120,0	0	14
chr10	126138360	126138361	43.75	16	-	126138360	126138361	90,150,0	0	14
chr10	126138382	126138383	45.4545	22	-	126138382	126138383	90,150,0	1	14
